DR,PROCESS_ID,PART_ID,LOT_ID,LOTTYPE,QTY,HOLD_FLAG,FLOORID,GRADE,COMPLETE_RATE,LOT_PURPOSE,DUE_DATE,WIPTURN,ROOM,PROCESS_GROUP,STEP_ID,LAYER_TITLE,LAYER_GROUP,BLOCK_GROUP,PRE_STEPGBN2,EQPTYPE,MOVE_0,EQP_WORKLOAD_0,MOVE_1,EQP_WORKLOAD_1,MOVE_2,EQP_WORKLOAD_2,BATCH,Q_E,Q_P,L_E,L_P,Q_H,Q_R,Q_W,L_H,L_R,L_W,Q_2,Q_3,Q_4,Q_5,Q_7,Q_8,Q_10,L_2,L_3,L_4,L_5,L_7,L_8,L_10,WIP_WAITTIME,WIP_PRODUCT_NUM,SHIFT_TYPE,PROCESSTIME,PRC_WAIT_MIN,PRC_WAIT_MAX,PRC_WAIT_MEDIAN,PRC_WAIT_STD,WAITTIME
N4,RQ,5E9925G01,3BFV1,PP,25,Y,S3-B,,0.24,1,125,6.06,ET,SI_TJRG_KIYO-FX,VH138811,RG,LG32,PU3,DBO,EFEPLY,25620,336.8,24940,298.8,20980,287.5,,147,911,24,49,590,77,391,43,5,25,,,1015,43,,,,0,0,67,6,0,0,0,5027.02,10,WO,228.92,2.17,28957.43,228.01,3693.16,4015.08
N5,A1,4LY022X02,3A5W1,PP,16,Y,S3,,0.6,1,59,6.2,ET,HK_SFT_KIYO-FX,KQ416000,CB,LG51,PU5,DSA,EFEPLY,13840,82,12100,82,13280,85.5,,258,,25,0,233,,25,22,0,3,,214,41,,,,,0,16,6,0,0,0,0,24287.02,8,WG,43.78,2.02,34627.62,28.87,1587.94,96.22
N4,BU,5P9865A02,39AD1,PT,25,Y,S3-B,,0.5,1,76,6.54,ET,HK_HM_KIYO-FX,VL407501,CX,LG51,PU5,DBO,EFEPLY,57000,570.6,63780,540.3,67620,539.9,,131,773,20,42,80,261,563,13,14,35,,364,465,75,,,,0,30,29,3,0,0,0,934.52,12,WS,103.65,1.63,10440.73,50.54,406.2,43.35
N5,A1,4LY022X02,3A981,PP,25,Y,S3,,0.6,1,58,6.31,ET,HK_SFT_KIYO-FX,KQ416000,CB,LG51,PU5,DSA,EFEPLY,13840,82,12100,82,13280,85.5,,270,25,26,1,270,,25,24,0,3,,226,41,25,,,,0,17,6,1,0,0,0,23858,9,WG,40.22,2.02,34627.62,28.87,1587.94,41.77999999
N5,A1,4LY022X02,3AAD1,PP,25,Y,S3,,0.6,1,53,6.91,ET,HK_SFT_KIYO-FX,KQ416000,CB,LG51,PU5,DSA,EFEPLY,12700,102,10940,102,14140,101.7,,348,293,38,13,526,15,100,37,1,13,,379,112,147,,,,0,34,7,7,0,0,0,2685.02,13,WO,29.93,2.02,34627.62,28.87,1587.94,33.07000001
N3,C5,FC1978X01,3ATY1,PT,25,Y,S3,2,0.19,1,127,5.84,ET,SI_ASH_SUPREMA,CA152000,PP,LG32,PU3,HC_HCP,EFEASH,9814,45,10520,47.1,12478,51.3,,108,247,28,18,28,210,117,17,11,18,,96,178,1,3,66,,0,10,18,1,1,10,0,8047.52,15,WO,50.7,1.3,13623.62,10.89,606.87,22.3
N8,QG,FN08G7XA2,3CNP1,PP,25,Y,S3,3,0.11,1,150,5.15,DI,LP_POLY_DS_THICK,NV049820,AD,LG21,PU2,두께측정(THK),DFPOLY,1225,25.7,1057,25.9,1050,25.6,Y,,125,0,5,75,50,,3,2,0,,,,,,125,,0,0,0,0,0,5,0,342.02,2,WG,872.03,11.1,16219.32,130.16,1497.76,538.97
N5,CT,FK05T2X04,3CAK1,PP,25,Y,S3-D,,0.17,1,129,5.88,DI,ALD_OX_MINI,KB050900,BV,LG21,PU2,SI ACI CD,DIFARO,1144,12.1,1088,12.1,180,12,Y,6,131,3,13,33,47,57,5,2,9,,,86,30,21,,,0,0,9,6,1,0,0,6090.02,6,WG,138.12,5.33,10792.92,75.12,1334.82,1485.88
N3,C5,FC1978X01,3BBC1,PT,25,Y,S3-E,3,0.12,1,166,4.91,DI,ALD_OX_MINI_MBC,CA064000,PDC,LG21,PU2,SI REVIEW,DIFARO,1000,9.3,1326,8.1,1739,9.4,Y,25,,5,0,1,,24,1,0,4,,25,,,,,,0,5,0,0,0,0,0,4024.02,2,HG,132.2,5.52,14647.83,53.95,1729.37,104.8
N4,RQ,5E9925G01,385B1,PP,25,Y,S3-D,,0.8,1,32,6.19,CV,CU_PE_HMSION_LM,VH642740,S5,LG63,PU6,CU_UV_TR,CPEOXD,25955,31.8,23920,32,26825,32,,15,171,3,10,18,139,29,3,7,3,,32,45,101,,8,,0,3,3,5,0,2,0,22.02,9,WG,27.03,1.58,1712.37,5.65,119.5,146.97
N5,CT,FK05T2X04,3BHZ1,PP,25,Y,S3-E,,0.37,1,113,5.04,ME,ALD_TRIAS_TIN,KB243600,EG,LG41,PU4,두께측정(THK),MMGMTL,4800,34.9,4143,34.9,4436,36.2,,150,318,40,14,202,185,81,37,8,9,,117,42,209,,74,,0,24,4,10,0,4,0,25460.02,17,HO,56.28,1.25,1212.25,4.72,82.57,57.71999999
N4,RQ,5E9925G01,3C861,PP,25,Y,S3-D,,0.07,1,132,7.02,CV,SI_PEUV_FCVD,VH040000,FM,LG12,PU1,Bank_Hub,CSACVD,2614,14.2,2292,14.9,2994,15,,25,76,1,4,,101,,0,5,0,,,76,25,,,,0,0,4,1,0,0,0,47.02,4,WS,199.1,2.33,4156.28,60.82,670.6,105.9
N3,SY,5E5535X01,ZMFH1,EB,25,Y,S3,2,0.1,1,,,CV,SI_PEUV_FCVD,NU043600,FR,LG21,PU2,HC_PURION_SI,CSACVD,1766,13.4,2048,12.9,1666,13.5,,26,634,2,28,28,132,500,3,6,21,,76,463,121,,,,0,4,21,5,0,0,0,603.02,6,WS,233.75,2.33,4156.28,60.82,670.6,390.25
N4,BU,5P9865A66,3AFD1,PT,18,Y,S3-B,3,0.6,1,54,7.39,DI,M_ALD_NIT_MGR,VL455300,VA,LG51,PU5,SI ACI CD,DIFMGR,5538,27.7,4858,27.9,4776,29.8,,150,258,52,17,97,234,77,42,11,16,,119,87,202,,,,0,46,10,13,0,0,0,5144.03,14,HS,38.55,1.65,14195.18,7.52,778.82,73.45000001
N4,BU,5P9865A02,39KF1,PT,25,Y,S3,,0.53,1,72,6.46,IM,DSA,VL419000,CN,LG51,PU5,SI_PE_SIOC_LM,DIFDSA,1355,6.5,1306,6.7,1384,6.9,,5,49,3,2,26,28,,2,3,0,,3,51,,,,,0,2,3,0,0,0,0,18.02,2,WG,81.65,1.65,3411.3,5.33,278.23,86.35
N4,BU,5P9865A02,3A5R1,PT,25,Y,S3,,0.53,1,70,6.64,IM,DSA,VL419000,CN,LG51,PU5,SI_PE_SIOC_LM,DIFDSA,1318,6,1355,6.5,1306,6.7,,103,172,9,8,100,126,49,6,7,4,,128,49,98,,,,0,10,3,4,0,0,0,99.02,9,WO,92.93,1.65,3411.3,5.33,278.23,75.06999999
N4,BU,5P9865A02,3AGF1,PT,24,Y,S3,,0.52,1,73,6.49,IM,DSA,VL412600,CP,LG51,PU5,MT_3DSPILM_STRIP_S,DIFDSA,1318,6,1355,6.5,1306,6.7,,103,172,9,8,100,126,49,6,7,4,,128,49,98,,,,0,10,3,4,0,0,0,99.02,9,WO,116.98,1.65,3411.3,5.33,278.23,165.02
N4,BU,5P9865A02,3AD41,PT,25,Y,S3,,0.53,1,72,6.46,IM,DSA,VL419000,CN,LG51,PU5,SI_PE_SIOC_LM,DIFDSA,1355,6.5,1306,6.7,1384,6.9,,51,143,3,6,25,119,50,2,5,2,,1,72,121,,,,0,1,3,5,0,0,0,65.02,6,WS,82.7,1.65,3411.3,5.33,278.23,179.3
N4,BU,5P9865A02,3AK81,PT,23,Y,S3,,0.52,1,74,6.41,IM,DSA,VL412600,CP,LG51,PU5,MT_3DSPILM_STRIP_S,DIFDSA,1355,6.5,1306,6.7,1384,6.9,,36,75,3,4,26,59,26,2,3,2,,1,100,,,10,,0,1,5,0,0,1,0,166.02,5,WG,116.5,1.65,3411.3,5.33,278.23,101.5
N4,BU,5P9865A02,3APZ1,PT,25,Y,S3,,0.52,1,62,7.65,IM,DSA,VL412600,CP,LG51,PU5,MT_3DSPILM_STRIP_S,DIFDSA,1384,6.9,1164,7,1042,6.7,,48,75,6,3,32,25,66,3,1,5,,48,,75,,,,0,6,0,3,0,0,0,132.02,5,WS,91.57,1.65,3411.3,5.33,278.23,40.43
N4,BU,5P9865A02,3AXW1,PT,25,Y,S3,,0.52,1,71,6.68,IM,DSA,VL412600,CP,LG51,PU5,MT_3DSPILM_STRIP_S,DIFDSA,1306,6.7,1384,6.9,1164,7,,54,124,6,6,38,49,91,3,2,7,,79,25,74,,,,0,7,1,4,0,0,0,79.03,8,WS,104.63,1.65,3411.3,5.33,278.23,27.37
N4,BU,5P9865A02,3AK61,PT,25,Y,S3,,0.52,1,73,6.49,IM,DSA,VL412600,CP,LG51,PU5,MT_3DSPILM_STRIP_S,DIFDSA,1575,6.7,1318,6,1355,6.5,,70,100,8,4,47,115,8,4,5,3,,67,25,50,,28,,0,6,1,2,0,3,0,702.02,7,HO,84.08,1.65,3411.3,5.33,278.23,246.92
N4,BU,5P9865A02,3AGF1,PT,24,Y,S3,,0.53,1,72,6.46,IM,DSA,VL419000,CN,LG51,PU5,SI DF,DIFDSA,1575,6.7,1318,6,1355,6.5,,26,50,5,2,47,28,1,4,2,1,,23,25,25,,3,,0,4,1,1,0,1,0,942.02,6,HO,101.87,1.65,3411.3,5.33,278.23,88.13
N4,BU,5P9865A02,3AF21,PT,25,Y,S3,,0.52,1,71,6.68,IM,DSA,VL412600,CP,LG51,PU5,MT_3DSPILM_STRIP_S,DIFDSA,1306,6.7,1384,6.9,1164,7,,27,69,3,3,1,88,7,1,4,1,,27,49,20,,,,0,3,2,1,0,0,0,353.05,5,WG,128.8,1.65,3411.3,5.33,278.23,24.2
N4,BU,5P9865A02,3AD41,PT,25,Y,S3,,0.52,1,72,6.58,IM,DSA,VL412600,CP,LG51,PU5,MT_3DSPILM_STRIP_S,DIFDSA,1306,6.7,1384,6.9,1164,7,,8,25,2,1,1,25,7,1,1,1,,8,25,,,,,0,2,1,0,0,0,0,1340.02,3,WG,105.25,1.65,3411.3,5.33,278.23,29.75
N5,A1,4LY022X02,39XV1,PP,25,Y,S3-E,,0.6,1,57,6.44,IM,DSA,KQ415800,CB,LG51,PU5,PROVISION,DIFDSA,1465,6.7,1033,8.7,1130,8.1,,57,146,9,6,80,48,75,7,2,6,,26,76,99,2,,,0,4,4,5,2,0,0,1990.03,9,WO,85.28,1.65,5658,10.05,296.43,43.72
N5,A1,4LY022X02,3A5W1,PP,16,Y,S3-E,,0.6,1,60,6.12,IM,DSA,KQ415800,CB,LG51,PU5,M_ALD_NIT_450,DIFDSA,1465,6.7,1033,8.7,1130,8.1,,30,171,7,7,54,96,51,5,4,5,,76,52,71,2,,,0,6,3,3,2,0,0,2222.02,9,HS,55.3,1.65,5658,10.05,296.43,245.7
N5,A1,4LY022X02,3A981,PP,25,Y,S3-E,,0.6,1,59,6.22,IM,DSA,KQ415800,CB,LG51,PU5,M_ALD_NIT_450,DIFDSA,1465,6.7,1033,8.7,1130,8.1,,30,171,7,7,54,96,51,5,4,5,,76,52,71,2,,,0,6,3,3,2,0,0,2222.02,9,HS,158.78,1.65,5658,10.05,296.43,301.22
N4,BU,5P9865A02,3AHB1,PT,25,Y,S3,,0.52,1,74,6.41,IM,DSA,VL412600,CP,LG51,PU5,MT_3DSPILM_STRIP_S,DIFDSA,1355,6.5,1306,6.7,1384,6.9,,26,98,2,4,26,73,25,2,3,1,,1,74,49,,,,0,1,3,2,0,0,0,116.52,5,WG,130.33,1.65,3411.3,5.33,278.23,93.67
N4,BU,5P9865A02,3A8G1,PT,24,Y,S3,,0.52,1,73,6.49,IM,DSA,VL412600,CP,LG51,PU5,MT_3DSPILM_STRIP_S,DIFDSA,1306,6.7,1384,6.9,1164,7,,67,49,6,2,1,93,22,1,4,3,,42,25,49,,,,0,5,1,2,0,0,0,429.53,5,WG,132.05,1.65,3411.3,5.33,278.23,72.95000001
N4,BU,5P9865A02,3BXF1,PT,25,Y,S3-B,,0.16,1,108,7.8,IM,HPA,VL048100,AD,LG21,PU2,ACICD,DIFHPA,1278,17.3,1206,16.4,872,19.9,,16,126,2,6,54,88,,4,4,0,,,50,1,,91,,0,0,2,1,0,5,0,310,5,WG,168.75,2.2,1034.37,40.27,242,185.25
N5,CT,FK05T2X04,3C431,PP,19,Y,S3-B,,0.17,1,130,5.85,IM,HPA,KB049400,BV,LG21,PU2,FOUP_TRANSFER,DIFHPA,902,18,620,18,1114,19.5,,15,112,3,8,65,62,,7,4,0,,,75,49,,3,,0,0,3,7,0,1,0,129.02,5,WO,144.02,1.67,2297.13,21.1,196.96,129.98
N4,BU,5P9865A02,3C9Y1,PP,19,Y,S3-B,,0.16,1,108,7.8,IM,HPA,VL048100,AD,LG21,PU2,FOUP_TRANSFER,DIFHPA,1322,15.7,902,18,620,18,,14,87,2,7,15,86,,5,4,0,,,75,23,,3,,0,0,3,5,0,1,0,842.02,5,WO,256.47,2.2,1034.37,40.27,242,174.53
N5,CT,FK05T2X04,3CBT1,PP,19,Y,S3,2,0.17,1,128,5.94,IM,HPA,KB049400,BV,LG21,PU2,FOUP_TRANSFER,DIFHPA,1240,13.8,1322,15.7,902,18,,3,106,1,8,34,75,,4,5,0,,,25,31,,53,,0,0,3,3,0,3,0,946.02,5,HG,178.85,1.67,2297.13,21.1,196.96,30.14999999
N8,QG,FN08G7XA2,3CPZ1,PP,22,Y,S3,,0.11,1,151,5.14,IM,HPA,NV047770,AD,LG21,PU2,ACI_OCD,DIFHPA,988,15.7,1262,17.2,1140,19.2,,6,164,3,12,89,69,12,10,3,2,,,66,28,,76,,0,0,5,5,0,5,0,1720.03,8,HG,266.47,1.7,697.47,17.87,115.32,169.53
N4,BU,5P9865A02,3CBNJ5,PP,4,Y,S3-B,,0.16,J,122,6.9,IM,HPA,VL048100,AD,LG21,PU2,FOUP_TRANSFER,DIFHPA,1262,17.2,1140,19.2,744,19.6,,46,221,5,18,98,93,76,12,5,6,,,83,105,,79,,0,0,6,10,0,7,0,295.02,10,WO,103.77,2.2,1034.37,40.27,242,95.23
N4,BU,5P9865A02,3CDG1,PP,25,Y,S3-B,2,0.16,1,123,6.85,IM,HPA,VL048100,AD,LG21,PU2,ACICD,DIFHPA,1412,15.6,988,15.7,1262,17.2,,6,183,3,12,92,95,2,10,4,1,,,54,59,,76,,0,0,4,6,0,5,0,2200.02,8,HO,137.52,2.2,1034.37,40.27,242,812.48
N4,BU,5P9865A02,3CBNJ6,PP,1,Y,S3-B,,0.16,J,,,IM,HPA,VL048100,AD,LG21,PU2,FOUP_TRANSFER,DIFHPA,1140,19.2,744,19.6,1568,15.3,,30,88,3,8,41,50,27,7,2,2,,,56,34,,28,,0,0,4,5,0,2,0,791.03,6,WO,91.22,2.2,1034.37,40.27,242,19.78000001
N4,BU,5P9865A02,3C7H1,PP,23,Y,S3,,0.16,1,106,7.94,IM,HPA,VL048100,AD,LG21,PU2,ACICD,DIFHPA,1240,13.8,1322,15.7,902,18,,48,60,3,6,38,70,,6,3,0,,,48,12,,48,,0,0,2,4,0,3,0,372.02,5,HO,313.9,2.2,1034.37,40.27,242,140.1
N4,BU,5P9865A02,3CGF1,PP,25,Y,S3,2,0.16,1,122,6.9,IM,HPA,VL048100,AD,LG21,PU2,FOUP_TRANSFER,DIFHPA,1140,19.2,744,19.6,1568,15.3,,33,41,3,3,34,40,,4,2,0,,,40,31,,3,,0,0,2,3,0,1,0,4603.02,5,WS,246.25,2.2,1034.37,40.27,242,274.75
N4,BU,5P9865A02,3CC51,PP,19,Y,S3,,0.16,1,122,6.9,IM,HPA,VL048100,AD,LG21,PU2,FOUP_TRANSFER,DIFHPA,1140,19.2,744,19.6,1568,15.3,,33,94,3,7,84,43,,6,4,0,,,65,31,,31,,0,0,3,3,0,4,0,61.52,6,WS,247.28,2.2,1034.37,40.27,242,623.72
N4,BU,5P9865A02,3C1P1,PP,19,Y,S3-E,,0.16,1,104,8.1,IM,HPA,VL048100,AD,LG21,PU2,ACICD,DIFHPA,628,18.9,1146,16.2,1278,17.3,,3,134,1,10,35,101,1,5,5,1,,,133,1,,3,,0,0,9,1,0,1,0,832.02,4,WS,177.07,2.2,1034.37,40.27,242,1206.93
N4,BU,5P9865A02,3C1V1,PP,25,Y,S3-E,,0.16,1,103,8.17,IM,HPA,VL048100,AD,LG21,PU2,ACICD,DIFHPA,628,18.9,1146,16.2,1278,17.3,,3,124,1,8,108,19,,8,1,0,,,104,1,,22,,0,0,6,1,0,2,0,782.02,4,WO,133.02,2.2,1034.37,40.27,242,394.98
N8,QG,FN08G7XA2,3CGU1,PP,25,Y,S3,,0.11,1,160,4.85,IM,HPA,NV047770,AD,LG21,PU2,ACI_OCD,DIFHPA,1240,13.8,1322,15.7,902,18,,73,160,4,10,15,145,73,5,6,3,,,73,12,,148,,0,0,3,4,0,7,0,197.02,6,HO,323.28,1.7,697.47,17.87,115.32,153.72
N3,CU,FC1973X01,ZKKV1,EA,21,Y,S3,,0.23,1,,,DI,ALD_NIT,CA179600,CU,LG33,PU3,SI REVIEW,DIFMLD,8286,77.1,8148,74.4,8238,68.3,Y,81,330,5,17,21,270,120,1,16,5,,74,27,25,,285,,0,4,2,2,0,14,0,398.02,7,WO,380.25,1,7043.65,105.42,582.95,454.75
N5,LJ,FK05M2X01,38HW1,PP,25,Y,S3-D,3,0.79,1,35,5.57,DI,CU_ANN,KB612400,MD,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,9668,21.6,10677,21.3,9780,21.5,Y,680,1615,158,130,708,896,691,145,57,86,14,588,1043,516,3,131,,4,128,105,40,2,9,0,2454.02,44,HG,144.62,7.65,6180.15,29.01,394,109.38
N5,LJ,FK05M2X01,38DB1,PP,17,Y,S3-D,,0.79,1,23,8.48,DI,CU_ANN,KB612400,MD,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,12300,21.8,12475,21.3,12211,21.8,Y,449,2489,120,203,650,1235,1053,125,76,122,7,420,927,1115,11,458,,1,88,103,97,2,32,0,1559.08,48,WS,140.77,7.65,6180.15,29.01,394,40.22999999
N5,LJ,FK05M2X01,37NX1,PP,25,Y,S3,,0.79,1,23,8.48,DI,CU_ANN,KB612400,MD,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,12300,21.8,12475,21.3,12211,21.8,Y,490,2634,127,206,709,1401,1014,134,87,112,7,486,976,1082,26,547,,1,97,105,93,3,34,0,1282.62,47,WS,166.52,7.65,6180.15,29.01,394,43.47999999
N4,BU,5P9865A02,387X1,PT,25,Y,S3-D,1,0.8,1,24,8.5,DI,CU_ANN,VL692100,S5,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,11872,21.8,11132,21.2,11737,22,Y,822,2073,153,167,1138,1042,715,178,67,75,19,711,1434,546,1,184,,3,120,141,42,1,13,0,3442.03,46,WO,139.87,6.87,36580.97,32.53,1049.79,101.13
N4,RQ,5E9925G01,37CK1,PP,16,Y,S3-D,2,0.8,1,33,6.15,DI,CU_ANN,VH641500,S5,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,11872,21.8,11132,21.2,11737,22,Y,785,2033,154,168,1135,1109,574,180,68,74,19,616,1331,669,1,182,,3,116,141,49,1,12,0,3288.52,48,WO,141.72,7.25,14618.37,28.98,605.57,93.28
N3,C5,FC1978X01,38NA1,PT,21,Y,S3,,0.65,1,37,8.73,DI,CU_ANN,CA573000,V1,LG61,PU6,CU_VAFX5G_EP_S,DCUANN,11737,22,13009,22,12343,22,Y,630,2173,136,173,981,1280,542,161,73,75,8,480,1334,691,74,216,,2,103,137,46,5,16,0,1606,46,HO,155.83,8.92,5835.65,35.83,515.11,1172.17
N4,RQ,5E9925G01,385B1,PP,25,Y,S3,,0.76,1,42,5.62,DI,CU_ANN,VH611200,FD,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,11737,22,13009,22,12343,22,Y,742,1968,161,165,1123,1055,532,182,66,78,8,534,1138,753,1,276,,2,110,136,60,1,17,0,2123.52,46,HO,142.42,7.25,14618.37,28.98,605.57,141.58
N3,CU,FC1973X01,389B1,PT,25,Y,S3-D,3,0.65,1,36,8.97,DI,CU_ANN,CA573000,V1,LG61,PU6,CU_VAFX5G_EP_S,DCUANN,8903,21.9,8985,21.8,9852,20.6,Y,585,1535,147,127,546,1095,479,128,74,72,15,629,705,707,1,63,,4,125,75,60,1,9,0,1734.5,43,WO,143.62,8.52,3234.08,27.55,368.47,272.38
N3,C5,FC1978X01,395R1,PT,21,Y,S3-D,,0.65,1,36,8.97,DI,CU_ANN,CA573000,V1,LG61,PU6,CU_VAFX5G_EP_S,DCUANN,9852,20.6,9668,21.6,10677,21.3,Y,615,1583,147,114,647,1148,403,140,66,55,5,606,860,627,1,99,,2,124,88,38,1,8,0,4456,40,HG,144.45,8.92,5835.65,35.83,515.11,213.55
N5,LJ,FK05M2X01,38G91,PP,23,Y,S3-D,,0.79,1,35,5.57,DI,CU_ANN,KB612400,MD,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,11191,22,11872,21.8,11132,21.2,Y,747,1732,154,130,912,1087,480,152,75,57,17,444,1132,684,1,201,,4,112,110,45,1,12,0,3405.52,46,WG,139.07,7.65,6180.15,29.01,394,50.92999999
N3,C5,FC1978X01,38N91,PT,25,Y,S3-D,,0.81,1,23,7.7,DI,CU_ANN,CA733400,S6,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,8903,21.9,8985,21.8,9852,20.6,Y,588,1414,147,117,559,905,538,129,62,73,15,643,676,538,1,129,,4,125,72,50,1,12,0,2041.02,42,WO,140.77,8.92,5835.65,35.83,515.11,98.23
N3,C5,FC1978X01,38R31,PT,19,Y,S3-B,,0.81,1,25,7.08,DI,CU_ANN,CA733400,S6,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,9780,21.5,10772,21.3,11191,22,Y,953,1959,186,175,754,1205,953,141,87,133,20,893,1438,479,1,81,,4,167,148,34,1,7,0,1432.02,47,WO,139.07,8.92,5835.65,35.83,515.11,64.93
N5,CT,FK05T2X01,39BNN3,PP,2,Y,S3-D,,0.78,N,36,5.61,DI,CU_ANN,KB612400,MD,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,8903,21.9,8985,21.8,9852,20.6,Y,617,1369,142,119,685,730,571,134,48,79,27,512,725,590,1,131,,8,115,78,50,1,9,0,2218.02,41,WG,142.1,9.7,29135.85,30.5,1488.65,83.89999999
N3,CU,FC1973X01,37HV1,PT,17,Y,S3,,0.81,1,37,4.78,DI,CU_ANN,CA733400,S6,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,9780,21.5,10772,21.3,11191,22,Y,1068,2216,189,190,873,1180,1231,157,80,142,11,1004,1358,752,1,158,,4,166,130,66,1,12,0,1065.02,50,WO,145.22,8.52,3234.08,27.55,368.47,214.78
N4,BU,5P9865A02,36TU1,PT,24,Y,S3,,0.8,1,18,11.33,DI,CU_ANN,VL692100,S5,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,7401,21.7,8903,21.9,8985,21.8,Y,600,1308,138,106,572,1004,332,129,63,52,15,552,713,516,6,106,,4,111,70,47,2,10,0,2398.02,41,WG,139.37,6.87,36580.97,32.53,1049.79,82.63
N5,LJ,FK05M2X01,38H61,PP,24,Y,S3,3,0.79,1,42,4.64,DI,CU_ANN,KB612400,MD,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,7401,21.7,8903,21.9,8985,21.8,Y,562,873,135,89,541,666,228,130,50,44,11,382,561,427,3,51,,4,103,67,42,2,6,0,4211.52,43,WG,137.2,7.65,6180.15,29.01,394,41.80000001
N5,CT,FK05T2X01,39GD1,PP,25,Y,S3-D,2,0.78,1,23,8.78,DI,CU_ANN,KB612400,MD,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,12475,21.3,12211,21.8,9109,21.9,Y,713,2181,142,169,1026,879,989,153,47,111,13,485,1087,976,1,332,,3,98,101,82,1,26,0,4070.98,45,WD,139.38,9.7,29135.85,30.5,1488.65,182.62
N5,CT,FK05T2X01,39BU1,PP,22,Y,S3-D,2,0.78,1,22,9.18,DI,CU_ANN,KB612400,MD,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,12475,21.3,12211,21.8,9109,21.9,Y,704,2271,143,175,926,1139,910,150,60,108,13,434,1200,944,1,383,,3,97,109,81,1,27,0,3832.08,43,WG,139.38,9.7,29135.85,30.5,1488.65,282.62
N8,QJ,FN08T9XA2,39X81,PP,25,Y,S3,2,0.63,1,,,DI,CU_ANN,NV532800,R1,LG61,PU6,CU_VAFX5G_EP_S,DCUANN,8385,22,8192,22,7401,21.7,Y,636,1398,147,113,660,907,467,133,60,67,3,750,715,520,30,16,,2,138,69,44,3,4,0,2045.03,40,HG,139.43,7.63,24478.55,24.22,1192.53,39.57
N3,C5,FC1978X01,38VW1,PT,13,Y,S3,,0.81,1,24,7.38,DI,CU_ANN,CA733400,S6,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,9780,21.5,10772,21.3,11191,22,Y,1096,2260,255,185,754,1235,1367,140,75,225,15,880,1416,892,1,152,,4,226,136,62,1,11,0,1140.92,47,WO,180.62,8.92,5835.65,35.83,515.11,139.38
N5,A1,4LY022X02,39B51,PP,21,Y,S3-E,,0.78,1,40,4.9,DI,CU_ANN,KQ612400,MD,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,8903,21.9,8985,21.8,9852,20.6,Y,742,1471,178,123,611,1089,513,125,75,101,33,540,817,703,7,113,,8,134,90,58,2,9,0,3100.03,45,WO,136.2,12.77,924.38,25.23,70.02,355.8
N5,CT,FK05T2X01,39BNN5,PP,3,Y,S3,,0.78,N,38,5.32,DI,CU_ANN,KB612400,MD,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,8985,21.8,9852,20.6,9668,21.6,Y,789,1394,161,115,576,1172,435,124,77,75,32,504,729,731,7,180,,7,113,82,60,2,12,0,1707.53,46,WO,146.33,9.7,29135.85,30.5,1488.65,77.67
N5,A1,4LY022X02,39991,PP,24,Y,S3-D,,0.78,1,41,4.78,DI,CU_ANN,KQ612400,MD,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,8903,21.9,8985,21.8,9852,20.6,Y,603,1260,149,107,612,845,406,125,56,75,39,450,641,595,7,131,,8,109,80,48,2,9,0,3339.52,43,WS,131.22,12.77,924.38,25.23,70.02,240.78
N4,RQ,5E9925G01,37GK1,PP,23,Y,S3,,0.8,1,35,5.8,DI,CU_ANN,VH641500,S5,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,9668,21.6,10677,21.3,9780,21.5,Y,594,1704,153,134,671,850,777,141,56,90,10,549,1082,529,10,118,,3,125,103,44,3,9,0,2786.02,41,HS,153.27,7.25,14618.37,28.98,605.57,38.73000001
N5,LJ,FK05M2X01,380FU6,PP,13,Y,S3,,0.79,U,40,4.88,DI,CU_ANN,KB612400,MD,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,8385,22,8192,22,7401,21.7,Y,747,1700,162,137,677,1157,613,132,75,92,1,737,740,793,41,135,,1,142,85,59,4,8,0,1602.02,49,HO,143.3,7.65,6180.15,29.01,394,127.7
N5,LJ,FK05M2X01,380F1,PP,10,Y,S3,3,0.79,1,40,4.88,DI,CU_ANN,KB612400,MD,LG63,PU6,CU_VAFX5G_EP_S,DCUANN,8385,22,8192,22,7401,21.7,Y,716,1625,158,134,708,996,637,138,67,87,1,775,712,725,17,111,,1,140,84,56,3,8,0,1824.52,48,HO,140.77,7.65,6180.15,29.01,394,60.23000001
